"gender";"age_donor_cat";"region";"donor_yes_no";"bonus_status";"sum_confirmed_donations";"sum_count_bonuses_taken";"sum_unconfirmed_donations";"cnt_donor";"cnt_networks";"cnt_connection_donor"
Мужской;от_30_до_40;Россия, Воронежская область, Воронеж;не_является_донором;без_бонусов;0;0;7;80;23;76
Мужской;от_18_до_30;Россия, Санкт-Петербург;является донором;тратит_бонусы;465;248;22;79;47;79
нет_данных;нет данных;Россия, Калининградская область, Калининград;является донором;без_бонусов;135;0;4;79;57;71
нет_данных;нет данных;Россия, Удмуртия, Ижевск;является донором;без_бонусов;172;0;2;79;63;69
нет_данных;нет данных;Россия, Брянская область, Брянск;является донором;без_бонусов;136;0;6;79;64;72
нет_данных;нет данных;Казахстан, Алма-Ата;является донором;без_бонусов;174;0;0;78;58;75
нет_данных;нет данных;Россия, Саратовская область, Энгельс;не_является_донором;без_бонусов;0;0;4;78;66;59
нет_данных;нет данных;Россия, Татарстан, Набережные Челны;является донором;без_бонусов;148;0;1;77;51;65
Женский;от_30_до_40;Россия, Татарстан, Альметьевск;не_является_донором;без_бонусов;0;0;5;77;12;75
Мужской;от_18_до_30;Россия, Татарстан, Набережные Челны;не_является_донором;без_бонусов;0;0;7;77;32;67
Мужской;от_30_до_40;Россия, Башкортостан, Уфа;является донором;тратит_бонусы;1406;189;87;76;32;76
нет_данных;нет данных;Украина, Черновицкая область, Черновцы;не_является_донором;без_бонусов;0;0;0;76;68;56
нет_данных;нет данных;Россия, Московская область, Орехово-Зуево;не_является_донором;без_бонусов;0;0;8;75;65;61
Женский;от_30_до_40;Россия, Башкортостан, Уфа;не_является_донором;без_бонусов;0;0;19;74;22;68
нет_данных;нет данных;Россия, Московская область, Королёв;не_является_донором;без_бонусов;0;0;3;74;52;55
Женский;от_18_до_30;Россия, Татарстан, Альметьевск;не_является_донором;без_бонусов;0;0;2;74;23;56
Женский;от_18_до_30;Россия, Санкт-Петербург;является донором;тратит_бонусы;437;150;28;74;46;74
нет_данных;нет данных;Россия, Ивановская область, Иваново;является донором;без_бонусов;251;0;0;73;54;66
нет_данных;нет данных;Россия, Пензенская область, Пенза;является донором;без_бонусов;167;0;38;73;63;68
Женский;от_18_до_30;Россия, Ярославская область, Ярославль;не_является_донором;без_бонусов;0;0;9;72;26;61
Мужской;нет данных;Россия, Санкт-Петербург;является донором;без_бонусов;436;0;27;72;42;64
Мужской;от_50_до_60;Россия, Москва;не_является_донором;без_бонусов;0;0;12;72;13;67
Мужской;от_18_до_30;Россия, Ростовская область, Ростов-на-Дону;не_является_донором;без_бонусов;0;0;7;72;34;61
Мужской;от_18_до_30;Россия, Воронежская область, Воронеж;не_является_донором;без_бонусов;0;0;7;71;35;61
нет_данных;нет данных;Беларусь, Могилевская область, Бобруйск;не_является_донором;без_бонусов;0;0;0;71;66;42
Женский;от_18_до_30;Россия, Тверская область, Тверь;не_является_донором;без_бонусов;0;0;34;71;27;58
Мужской;от_18_до_30;Россия, Красноярский край, Красноярск;не_является_донором;без_бонусов;0;0;30;71;37;63
нет_данных;нет данных;Украина, Тернопольская область, Тернополь;не_является_донором;без_бонусов;0;0;0;71;65;52
Мужской;от_40_до_50;Россия, Татарстан, Казань;не_является_донором;без_бонусов;0;0;11;71;17;68
нет_данных;нет данных;Россия, Иркутская область, Ангарск;не_является_донором;без_бонусов;0;0;39;71;47;60
нет_данных;нет данных;Россия, Московская область, Химки;не_является_донором;без_бонусов;0;0;5;70;46;55
нет_данных;нет данных;Россия, Татарстан, Казань;является донором;тратит_бонусы;150;129;12;70;39;54
нет_данных;нет данных;Россия, Крым, Симферополь;является донором;без_бонусов;162;0;2;70;56;62
Мужской;от_30_до_40;Россия, Татарстан, Альметьевск;не_является_донором;без_бонусов;0;0;6;70;12;62
нет_данных;нет данных;Украина, Днепропетровская область, Днепропетровск;является донором;без_бонусов;157;0;0;69;56;63
Женский;от_18_до_30;Россия, Волгоградская область, Волгоград;не_является_донором;без_бонусов;0;0;11;69;20;63
Женский;от_18_до_30;Россия, Тюменская область, Тюмень;не_является_донором;без_бонусов;0;0;10;69;22;56
Женский;нет данных;Россия, Санкт-Петербург;является донором;без_бонусов;210;0;19;69;33;56
Женский;от_30_до_40;Россия, Красноярский край, Красноярск;не_является_донором;без_бонусов;0;0;20;68;20;63
Мужской;от_40_до_50;Россия, Санкт-Петербург;является донором;без_бонусов;703;0;26;68;30;68
Мужской;от_18_до_30;Россия, Челябинская область, Челябинск;не_является_донором;без_бонусов;0;0;17;68;36;56
нет_данных;нет данных;Россия, Санкт-Петербург;является донором;тратит_бонусы;172;99;10;68;36;53
нет_данных;нет данных;Украина, Киевская область, Белая Церковь;не_является_донором;без_бонусов;0;0;0;67;62;51
нет_данных;нет данных;_, Запорожская область, Запорожье;является донором;без_бонусов;172;0;1;67;59;64
Мужской;от_30_до_40;Россия, Тюменская область, Тюмень;не_является_донором;без_бонусов;0;0;37;67;24;63
Женский;от_18_до_30;Россия, Новосибирская область, Новосибирск;является донором;без_бонусов;262;0;23;67;46;58
Женский;от_30_до_40;Россия, Ростовская область, Ростов-на-Дону;не_является_донором;без_бонусов;0;0;9;67;26;62
нет_данных;нет данных;Украина, Хмельницкая область, Хмельницкий;не_является_донором;без_бонусов;0;0;0;66;60;46
нет_данных;нет данных;Россия, Московская область, Одинцово;не_является_донором;без_бонусов;0;0;16;66;50;49
нет_данных;нет данных;Россия, Ханты-Мансийский Автономный округ - Югра АО, Ханты-Мансийск;не_является_донором;без_бонусов;0;0;14;65;48;49
нет_данных;нет данных;Россия, Башкортостан, Салават;не_является_донором;без_бонусов;0;0;0;65;60;40
Мужской;от_30_до_40;Россия, Челябинская область, Челябинск;не_является_донором;без_бонусов;0;0;56;65;21;57
нет_данных;нет данных;Россия, Тюменская область, Тобольск;не_является_донором;без_бонусов;0;0;5;65;53;50
Мужской;нет данных;Россия, Татарстан, Казань;является донором;тратит_бонусы;311;143;16;65;36;56
нет_данных;нет данных;Казахстан, Кустанайская область, Костанай;не_является_донором;без_бонусов;0;0;1;65;59;46
нет_данных;нет данных;Россия, Курская область, Курск;является донором;без_бонусов;156;0;2;65;56;62
Мужской;от_30_до_40;Россия, Самарская область, Самара;не_является_донором;без_бонусов;0;0;32;65;26;60
Мужской;от_30_до_40;Россия, Татарстан, Набережные Челны;не_является_донором;без_бонусов;0;0;3;65;26;60
нет_данных;нет данных;Россия, Московская область, Балашиха;не_является_донором;без_бонусов;0;0;5;64;44;53
Мужской;от_30_до_40;Россия, Пермский край, Пермь;не_является_донором;без_бонусов;0;0;29;64;25;59
Мужской;от_30_до_40;Россия, Красноярский край, Красноярск;не_является_донором;без_бонусов;0;0;82;63;30;61
нет_данных;нет данных;Россия, Ростовская область, Новочеркасск;не_является_донором;без_бонусов;0;0;0;62;48;51
нет_данных;нет данных;Россия, Дагестан, Махачкала;не_является_донором;без_бонусов;0;0;8;62;45;48
нет_данных;нет данных;Россия, Московская область, Люберцы;не_является_донором;без_бонусов;0;0;4;62;49;53
Женский;от_18_до_30;Россия, Томская область, Томск;не_является_донором;без_бонусов;0;0;14;62;23;52
Женский;нет данных;Россия, Татарстан, Казань;не_является_донором;без_бонусов;0;0;6;62;20;50
Женский;от_18_до_30;Россия, Свердловская область, Екатеринбург;является донором;без_бонусов;230;0;34;62;38;56
Женский;от_18_до_30;Россия, Саратовская область, Саратов;не_является_донором;без_бонусов;0;0;4;62;18;48
нет_данных;нет данных;Россия, Кировская область, Киров;является донором;без_бонусов;290;0;5;62;49;51
нет_данных;нет данных;Россия, Белгородская область, Старый Оскол;не_является_донором;без_бонусов;0;0;5;62;44;54
Женский;от_18_до_30;Россия, Калининградская область, Калининград;не_является_донором;без_бонусов;0;0;16;62;26;55
нет_данных;нет данных;Беларусь, Брестская область, Барановичи;не_является_донором;без_бонусов;0;0;0;61;56;44
Мужской;от_30_до_40;Россия, Нижегородская область, Нижний Новгород;не_является_донором;без_бонусов;0;0;7;61;28;56
Женский;от_30_до_40;Россия, Санкт-Петербург;является донором;тратит_бонусы;763;143;35;61;32;60
нет_данных;нет данных;Россия, Свердловская область, Первоуральск;не_является_донором;без_бонусов;0;0;18;61;39;45
Женский;от_18_до_30;Россия, Рязанская область, Рязань;не_является_донором;без_бонусов;0;0;14;60;20;49
нет_данных;нет данных;Россия, Московская область, Мытищи;не_является_донором;без_бонусов;0;0;4;60;49;47
Женский;от_30_до_40;Россия, Воронежская область, Воронеж;не_является_донором;без_бонусов;0;0;6;60;16;53
нет_данных;нет данных;Россия, Московская область, Коломна;не_является_донором;без_бонусов;0;0;4;59;45;48
нет_данных;нет данных;Россия, Московская область, Зеленоград;не_является_донором;без_бонусов;0;0;1;59;40;43
нет_данных;нет данных;_, Донецкая область, Краматорск;не_является_донором;без_бонусов;0;0;0;59;54;37
Мужской;нет данных;Россия, Санкт-Петербург;является донором;тратит_бонусы;344;166;31;59;34;58
нет_данных;нет данных;Украина, Ивано-Франковская область, Ивано-Франковск;не_является_донором;без_бонусов;0;0;0;59;52;42
Мужской;от_18_до_30;Россия, Тюменская область, Тюмень;не_является_донором;без_бонусов;0;0;22;58;23;46
нет_данных;нет данных;Казахстан, Астана;является донором;без_бонусов;106;0;0;58;40;57
Мужской;от_18_до_30;Россия, Пермский край, Пермь;не_является_донором;без_бонусов;0;0;5;58;26;49
Женский;от_18_до_30;Россия, Алтайский край, Барнаул;не_является_донором;без_бонусов;0;0;12;58;24;47
нет_данных;нет данных;Узбекистан, Ташкент;не_является_донором;без_бонусов;0;0;2;58;25;49
нет_данных;нет данных;Россия, Иркутская область, Братск;не_является_донором;без_бонусов;0;0;10;57;39;44
Женский;от_30_до_40;Россия, Челябинская область, Челябинск;не_является_донором;без_бонусов;0;0;8;57;17;50
Женский;от_18_до_30;Россия, Пензенская область, Пенза;не_является_донором;без_бонусов;0;0;12;57;22;50
нет_данных;нет данных;Россия, Ленинградская область, Гатчина;не_является_донором;без_бонусов;0;0;7;57;48;35
нет_данных;нет данных;Россия, Северная Осетия - Алания, Владикавказ;не_является_донором;без_бонусов;0;0;7;57;41;34
Мужской;от_18_до_30;Россия, Свердловская область, Екатеринбург;является донором;без_бонусов;299;0;6;56;42;53
Мужской;от_18_до_30;Россия, Иркутская область, Иркутск;не_является_донором;без_бонусов;0;0;17;56;27;45
нет_данных;нет данных;Россия, Крым, Севастополь;является донором;без_бонусов;119;0;2;56;43;51
Мужской;от_30_до_40;Россия, Свердловская область, Екатеринбург;является донором;без_бонусов;502;0;35;55;31;55
нет_данных;нет данных;Россия, Тульская область, Новомосковск;не_является_донором;без_бонусов;0;0;9;55;44;39
нет_данных;нет данных;Россия, Ханты-Мансийский Автономный округ - Югра АО, Сургут;является донором;без_бонусов;284;0;1;55;37;51
нет_данных;нет данных;Россия, Хабаровский край, Комсомольск-на-Амуре;не_является_донором;без_бонусов;0;0;2;55;47;41
Женский;от_18_до_30;Россия, Брянская область, Брянск;не_является_донором;без_бонусов;0;0;12;55;15;47
Мужской;от_18_до_30;Россия, Омская область, Омск;не_является_донором;без_бонусов;0;0;3;55;21;48
нет_данных;нет данных;Россия, Московская область, Раменское;не_является_донором;без_бонусов;0;0;2;53;40;39
нет_данных;нет данных;_, Запорожская область, Мелитополь;не_является_донором;без_бонусов;0;0;1;53;39;38
Женский;от_30_до_40;Россия, Новосибирская область, Новосибирск;является донором;без_бонусов;198;0;7;53;31;51
Женский;нет данных;Россия, Татарстан, Казань;является донором;тратит_бонусы;310;103;53;53;23;52
Женский;от_18_до_30;Россия, Хабаровский край, Хабаровск;не_является_донором;без_бонусов;0;0;21;53;10;45
нет_данных;нет данных;Казахстан, Западно-Казахстанская область, Уральск;не_является_донором;без_бонусов;0;0;2;53;50;42
Женский;от_50_до_60;Россия, Москва;не_является_донором;без_бонусов;0;0;13;53;9;52
Мужской;от_30_до_40;Россия, Башкортостан, Уфа;является донором;без_бонусов;695;0;34;53;28;52
Мужской;от_18_до_30;Россия, Самарская область, Самара;не_является_донором;без_бонусов;0;0;10;53;18;47
Мужской;нет данных;Россия, Санкт-Петербург;не_является_донором;без_бонусов;0;0;5;53;15;47
нет_данных;нет данных;Россия, Крым, Ялта;не_является_донором;без_бонусов;0;0;3;52;46;36
Женский;от_18_до_30;Россия, Ульяновская область, Ульяновск;не_является_донором;без_бонусов;0;0;17;52;16;41
Мужской;от_30_до_40;Россия, Омская область, Омск;не_является_донором;без_бонусов;0;0;10;52;21;47
нет_данных;нет данных;Россия, Московская область, Серпухов;не_является_донором;без_бонусов;0;0;2;52;43;38
нет_данных;нет данных;Украина, Одесская область, Одесса;является донором;без_бонусов;92;0;1;52;40;47
Женский;от_30_до_40;Россия, Самарская область, Самара;не_является_донором;без_бонусов;0;0;12;52;13;46
Мужской;от_18_до_30;Россия, Нижегородская область, Нижний Новгород;не_является_донором;без_бонусов;0;0;2;52;27;45
Мужской;от_18_до_30;Россия, Башкортостан, Уфа;является донором;тратит_бонусы;401;125;45;52;26;48
нет_данных;нет данных;Украина, Днепропетровская область, Днепродзержинск;не_является_донором;без_бонусов;0;0;0;52;50;38
Мужской;от_30_до_40;Россия, Ульяновская область, Ульяновск;не_является_донором;без_бонусов;0;0;14;51;18;49
нет_данных;нет данных;Россия, Коми, Ухта;не_является_донором;без_бонусов;0;0;13;51;45;29
Женский;от_30_до_40;Россия, Омская область, Омск;не_является_донором;без_бонусов;0;0;13;51;21;49
нет_данных;нет данных;Россия, Ставропольский край, Пятигорск;не_является_донором;без_бонусов;0;0;6;51;43;35
нет_данных;нет данных;Россия, Башкортостан, Нефтекамск;не_является_донором;без_бонусов;0;0;1;51;39;33
Женский;от_30_до_40;Россия, Ярославская область, Ярославль;не_является_донором;без_бонусов;0;0;8;51;22;49
